nombre,edad,calle,ciudad,provincia,cp,longitud,latitud
Timoteo Mariño Arias,75,Urbanización de Eliseo Olivares 986 Apt. 27 ,Lugo,Badajoz,35475,104.805069,30.208517
Nazario Pelayo Casanova Fiol,45,Rambla de Primitiva Marcos 980,Badajoz,Navarra,29448,-98.873580,-58.7163835
Marisa Llobet Castilla,73,Acceso de Efraín Espejo 79,Lleida,León,33239,-125.967944,-67.792175
Julie Giner Guitart,61,Glorieta de Severo Castellanos 52 Puerta 2 ,Las Palmas,Valencia,24845,-26.998143,-50.9930115
Albino Pozo Casas,80,Callejón de Sabina Gomez 4 Apt. 17 ,Huelva,Melilla,45271,-8.266110,-48.569140
Heliodoro Morata Exposito,74,Ronda Pascuala Cruz 1,Albacete,Girona,22894,-6.237775,-10.8118145
Erasmo Quintanilla Guijarro,21,Cañada Trini Valle 77,Guadalajara,La Coruña,30595,-165.718477,72.5779105
Ana Pons Olmo,66,Cañada de Teo Rosselló 50,Ciudad,Salamanca,13237,21.484125,76.010423
Irene Domínguez Torres,20,Rambla de Rodolfo Galán 63,Cáceres,Soria,29868,-92.762599,7.7866175
Amarilis Leon Pacheco,36,Acceso Sandra Duque 71,Segovia,Ourense,08369,-75.377759,-4.009631
Clímaco Mariño Olmo,80,Rambla Otilia Sanabria 2,Málaga,Baleares,08988,-166.036104,48.9040625
Remigio Marco Becerra,49,Rambla Tito Riera 5 Puerta 2 ,Ávila,Lleida,40090,19.656795,51.2378945
Crescencia Coral Rosales Jordá,69,Via Sandra Albero 35 Piso 4 ,Barcelona,Álava,09465,-136.636589,37.137662
Jordi Ávila Marco,39,Urbanización América Osuna 14,Tarragona,Ávila,50926,110.831081,26.470183
Heraclio Tadeo Tejada Mateos,48,Plaza Eustaquio Portillo 997 Piso 0 ,Málaga,Pontevedra,22624,139.408905,32.104318
Teresita Abad-Montaña,40,C. de Jovita Quesada 83,León,Madrid,19701,-29.652227,-1.8456905
Lourdes de Saez,24,Rambla de Aristides Ocaña 24 Puerta 1 ,Segovia,La Coruña,35521,49.602262,36.650239
Moreno Pereira Echeverría,51,Rambla de Cesar Aznar 71,Baleares,Lugo,43501,-105.149449,21.2401255
Encarnita Zapata Núñez,20,Callejón de Carlito Talavera 9 Apt. 04 ,Navarra,Soria,48218,-128.728514,-44.282252
Cayetana Vargas Dominguez,29,Cañada de Régulo Mariscal 803 Apt. 54 ,Ciudad,Salamanca,28640,91.747904,-23.776501
Roldán de Feijoo,70,Camino Wálter Calatayud 18 Apt. 53 ,Huesca,Asturias,18330,151.898521,38.505401
Ana Sofía Manuel Rocha,61,Acceso de Imelda Vallés 574 Piso 4 ,Las Palmas,Barcelona,45570,-47.551800,2.3354355
Hortensia Gonzalez Bonet,29,Pasadizo de Gema Garay 33 Puerta 7 ,Jaén,Tarragona,22472,22.103530,-83.6789945
Teófila Luisina Novoa Antúnez,44,Via de Sandalio Cepeda 49 Apt. 96 ,Navarra,Palencia,25960,163.482124,-70.319338
Carmelo Marí,50,Vial de Carlos Quiroga 61 Piso 7 ,La Rioja,Girona,31298,153.490253,-2.8476925
Leoncio Dueñas Azcona,29,Pasadizo Alejo Nebot 532,Salamanca,Segovia,39861,66.347188,8.774824
Claudia de Tena,79,Plaza de Gaspar Quintero 25,Almería,Ourense,05788,-67.645134,-39.1906325
Alba Redondo Maestre,75,Rambla de Jesús Tapia 45 Piso 1 ,La Rioja,Sevilla,04417,-112.921191,20.506209
Georgina Valbuena Olivera,39,Callejón Isaías Samper 539,Palencia,Ávila,02390,133.619075,-69.535805
Toni Marín-Agustí,68,C. Fabián Ibáñez 553,Cuenca,Ceuta,34917,-74.334591,24.3830835
Clara Castilla Sáez,54,Calle de Octavio Carranza 458,Pontevedra,Málaga,50880,5.277999,-30.685468
Azeneth Lladó Calvet,38,C. Cintia Montesinos 88 Puerta 4 ,Lugo,Cádiz,28514,16.858307,36.7195595
Jenny Acosta Batalla,21,Cuesta Nereida Tello 80,Las Palmas,Jaén,09415,-94.113031,-57.3470115
Rosario Recio Tamayo,61,Glorieta de Hernando Velasco 2 Piso 2 ,Málaga,Málaga,12545,-165.455367,88.6516545
Juanito Ignacio Rojas Belda,33,Ronda Dulce Ripoll 5,Salamanca,Ourense,29296,-162.772804,58.259617
Rufina Martorell,18,C. de Felicia Riera 717,Córdoba,Burgos,04307,-117.119086,27.407353
Lina Casals Ródenas,60,Urbanización de Cristóbal Soria 8,Madrid,Huesca,11112,9.854283,-34.7479255
Fausto Macias Vélez,37,Callejón de Gastón Ferreras 220 Apt. 32 ,Navarra,La Coruña,05670,38.281655,-50.018208
Sebastian Pagès,30,Cañada de Candela Tomás 85 Apt. 96 ,Lleida,Cuenca,51147,126.241621,-52.313691
Roldán Calderon Linares,21,Acceso Anselmo Mayo 4,Santa Cruz de Tenerife,Salamanca,38637,-109.373078,69.363570
Evelia Adelaida Carlos Menéndez,63,Urbanización de Luciana Tejero 10,Castellón,Burgos,04802,-42.157491,26.8198835
Hortensia Nogués Nogueira,31,Cañada de Georgina León 408 Puerta 5 ,Cantabria,Álava,15138,133.854020,8.878649
Encarnita Estrada España,23,Camino María Cristina Álvarez 59 Piso 5 ,Barcelona,Cantabria,50811,-175.368478,-55.3740785
Alonso Menéndez,59,Urbanización de Nacio Cobo 15 Piso 0 ,Cáceres,Tarragona,25246,-0.595750,34.4896485
Cruz Verdú Torrens,64,Plaza de María Seco 35 Piso 7 ,Granada,Cádiz,11170,-5.336156,22.773504
Sol Fernandez Figuerola,33,Acceso de Yésica Castells 47 Apt. 75 ,Huelva,Huesca,30461,-70.422167,45.0754375
Cornelio Morante Arranz,50,Callejón Edelmira Flores 866,Burgos,León,39857,-153.288213,21.0738045
Pablo Guardia Barceló,21,Glorieta Adelardo Manuel 79 Piso 9 ,Ceuta,Sevilla,11869,-78.279567,-73.8593815
Cristian del Lopez,71,Paseo Rosa Sarabia 19 Puerta 8 ,León,Castellón,34391,-153.299477,-10.485018
Cirino Giménez Montesinos,72,Calle Diego Pablo 15 Piso 7 ,Cuenca,Palencia,12572,-123.449398,44.348323
Toribio Izquierdo Falcó,76,Glorieta de Teófila Nicolás 9 Piso 1 ,Granada,Alicante,09722,-127.798706,-26.210641
Albino Díaz Abril,36,Camino de Marciano Olivé 35 Piso 0 ,Salamanca,Zamora,19005,38.329238,-16.417850
Eulalia Amat Rivero,23,Camino de Sandalio Muro 69,Baleares,Castellón,49998,150.565601,81.1380455
Luciana Serna,58,Pasadizo de Soraya Rios 2 Piso 3 ,Palencia,Zaragoza,11208,-5.654752,22.0726565
Ruben Carmona Barbero,33,Plaza Ruperto Nuñez 27 Piso 6 ,Toledo,La Coruña,13179,125.412329,-2.894731
Teodoro Sanmartín Prats,48,Callejón de Vilma Carrasco 999 Puerta 8 ,Melilla,Baleares,04286,78.390264,-26.831139
Hilario Baquero Arroyo,35,Pasadizo de Jose Manuel Montes 701 Puerta 1 ,Madrid,Huelva,09610,167.338325,71.6338325
Luis Miguel Fabra Salmerón,26,Paseo de Agustina Ros 5 Apt. 33 ,Las Palmas,Burgos,40960,-105.698250,-71.9126695
Adora Beltrán Vallejo,64,Paseo de Matilde Huertas 47 Piso 5 ,Tarragona,Toledo,42015,-131.648549,24.625447
Amancio de Barreda,38,C. de Nayara Viana 3 Apt. 21 ,Teruel,Lleida,41182,98.779954,32.4889535
Josefina Menendez,39,Ronda de Ezequiel Jordá 8,Cádiz,Salamanca,37251,-29.728941,-80.238203
Matilde Tomás-Carlos,73,Alameda Alondra Perea 452 Puerta 7 ,Zaragoza,Lugo,02671,99.987186,5.212571
Román Caballero Valentín,18,Pasaje de Estela Poza 45,Badajoz,León,43243,31.657392,-16.8748055
Cecilio Juan Madrid,18,Ronda de Juan Pablo Martin 220,Barcelona,Murcia,33336,135.827813,11.2472725
Angelina de Arribas,73,Cañada de Carmela Duque 35,Cantabria,Álava,42497,122.657506,-56.397218
Lupe Saavedra Casal,57,Camino Gil Olivera 95,Baleares,Huelva,25624,-170.715810,41.221372
Lourdes Urrutia-Serna,35,C. de Mariano Franch 91,Las Palmas,Lleida,30959,-166.078602,-47.923552
Salomé Sanmartín Cano,79,Camino de Ciro Oliveras 43,Soria,Tarragona,40456,144.406165,-82.5355605
Ainara Tello Torrens,39,Calle de Teo Clemente 9,Sevilla,Lleida,45617,-37.007192,-74.370498
Amílcar Sotelo-Frías,53,Via Hernando Giménez 66,Cáceres,Almería,12779,-51.786861,62.087527
Loreto Salcedo,32,Urbanización de Gertrudis Navas 6 Piso 8 ,Córdoba,Alicante,38744,83.603076,64.426859
Emigdio Sanmiguel Linares,75,Avenida Rufino Sobrino 76,Lugo,Castellón,47678,83.199208,55.165760
Modesta Capdevila Llorente,55,Urbanización de Gracia Morell 28 Piso 1 ,Jaén,Cuenca,12440,-6.568895,-58.578764
Margarita Romero Pedraza,64,Avenida María Del Carmen Girón 40 Puerta 1 ,Burgos,Baleares,49867,77.853877,-77.0649365
Espiridión Francisco Javier Macias Doménech,30,Paseo Reyes Mateo 68 Puerta 4 ,Burgos,La Coruña,08818,109.490397,-76.026587
Cesar Chaves Manjón,43,Camino de Olegario Lopez 35 Apt. 05 ,Zaragoza,La Coruña,28231,160.139856,-89.777077
Amado Llanos Villaverde,37,Vial de Rebeca León 46 Apt. 17 ,Almería,Cáceres,47673,-21.183015,8.886139
Rufino Múñiz-Mulet,53,Cuesta Ezequiel Escamilla 41 Piso 1 ,Pontevedra,Granada,12548,78.711703,-84.4488955
Carolina Blanch Roca,19,Pasadizo Anacleto Clavero 20,Las Palmas,La Rioja,50392,140.619497,-19.8387835
Cirino Marcelo Buendía Flor,60,Cuesta Eugenia Hervás 971 Apt. 51 ,Zaragoza,Pontevedra,31812,68.923275,43.9711595
Manolo del Rincón,70,Cañada Ramón Cuéllar 17 Apt. 52 ,Castellón,Huelva,51770,111.457192,-11.114934
Gertrudis Naranjo Serra,58,Glorieta Domingo Barrio 472,Palencia,Jaén,29162,117.987261,-73.634014
Maura del Cuenca,54,Urbanización de Aureliano Caparrós 37 Apt. 30 ,Guadalajara,Badajoz,41466,151.032934,-29.3955775
Carmela Lastra-Carreras,62,Cañada Azucena Vicens 98 Puerta 5 ,Guadalajara,Valladolid,11495,149.512617,63.961620
Gloria Benavente Moreno,22,Avenida de Narcisa Velázquez 576 Puerta 4 ,Ciudad,Soria,16137,-36.580471,-33.006532
Yago Cayetano Torrent Nuñez,35,Calle de Reyna Roca 91,Huelva,Ciudad,10876,-108.556429,17.8721495
Loreto de Zapata,24,Acceso Lupe Criado 5 Apt. 45 ,La Rioja,Melilla,14388,-174.433511,51.723762
Hugo Quintero-Aguirre,46,Acceso de Manuela Jódar 11,Zamora,La Rioja,06104,-63.407629,76.098456
Fernando Fernández Carreño,38,Callejón de Marino Jiménez 55,Ourense,Guadalajara,01581,72.092214,-46.865369
Lucho Fiol Sacristán,78,Ronda Sol Mata 99,Segovia,Ceuta,30556,-25.311030,-88.6587445
Cándido Dionisio Durán Sanchez,35,Pasadizo Armando Cobo 43,Ourense,Tarragona,44833,-1.682302,8.2305135
Darío Jara,72,Glorieta de Josefina Vallejo 90 Puerta 0 ,Soria,Burgos,37623,-116.353826,8.7432135
Fabio Borrego Ramirez,70,Paseo Valentina Múgica 81 Apt. 04 ,Madrid,Tarragona,12988,-59.610246,64.290467
Gerardo Salcedo Valdés,53,Alameda Gerardo Blanca 85 Puerta 0 ,Zamora,Valladolid,31550,95.437661,52.0037435
René Varela Tomé,75,Rambla de Epifanio Osorio 8,Huesca,Málaga,36288,-68.652798,28.483664
Hugo Carballo Moles,50,Via de Haydée Lozano 89,Albacete,Salamanca,33694,153.246579,-59.729243
Rita Belmonte Fajardo,30,Plaza Carmelita Córdoba 88 Puerta 8 ,Badajoz,Huesca,31751,177.948672,-36.209387
Gilberto Planas-Ayllón,47,Paseo de Desiderio Montaña 38,Salamanca,León,22162,-157.363997,-55.161213
Amaro Serrano Campos,29,Vial de Fidela Boix 73,Lleida,Ciudad,17472,57.341058,-45.8682975
Pilar del Ferrández,56,Cañada Jennifer Toledo 13 Puerta 4 ,Melilla,Teruel,33596,-99.371198,-65.989521
Manolo Crespi Diéguez,49,Cañada Oriana Maza 7 Piso 1 ,Burgos,Albacete,33230,-38.698531,75.6003855
Adriana de Moya,65,C. Anastasia Pintor 742 Puerta 3 ,Baleares,Huesca,35031,146.715056,-4.904017
Albino Perera Roig,55,Calle Toño Clavero 10 Puerta 0 ,Vizcaya,Murcia,12656,-104.517242,19.672495
Benita Ruano Belmonte,45,Glorieta de Isidoro Carvajal 33 Piso 9 ,La Rioja,Baleares,34997,130.457496,-36.6215925
Saturnina Consuela Porras Amigó,46,Calle Candela Granados 9 Piso 7 ,Huesca,Segovia,27161,-135.761663,-87.093043
Tomasa Mateu Verdú,55,Rambla María Dolores Vigil 56,Lleida,Segovia,25426,-153.731649,76.324113
Haroldo Rivero Arteaga,50,Acceso de Olimpia Acosta 42,Cáceres,Valencia,03474,162.882088,49.410076
Claudio Peláez Ferrán,35,Plaza Vasco Andrade 37 Apt. 38 ,Almería,La Rioja,32633,-150.604269,31.5518645
Teodora Etelvina Palomar Aragonés,51,Alameda de Nazario Campoy 821,Tarragona,Cantabria,49179,74.802986,-83.1763445
Micaela Artigas Arnau,68,Via Heriberto Moya 29 Apt. 90 ,Lugo,Cádiz,28547,108.296439,27.6493815
Pía Moll Vidal,58,Glorieta de Rafaela Sanchez 53,Cáceres,Murcia,20017,98.267269,48.6614435
Dulce Prieto Losa,63,C. Bernarda Castillo 3 Apt. 01 ,Toledo,Navarra,47332,108.687737,85.954405
Iris Anna Millán Múñiz,55,Plaza Carina Echeverría 65,Granada,La Rioja,02419,-158.201179,-79.575096
Flora Azucena Carro Zabala,21,Ronda Almudena Domingo 42,Ávila,La Coruña,48164,13.710555,34.9770515
Anita Sabina Oliver Escolano,56,Via de Carmen Viñas 6 Apt. 29 ,Las Palmas,Teruel,20131,104.166922,67.261605
Eladio Saura Salmerón,68,Vial de Loreto Buendía 598,Burgos,Girona,34292,-136.017783,62.0668015
Ana Gual Gil,50,C. de Fabiana Valdés 58,Vizcaya,Málaga,22110,-86.880629,-16.983782
Armando Cerezo,28,Pasaje de Cruz Carretero 10,Sevilla,Barcelona,23492,-94.354525,-56.543014
Salomé Redondo-Barros,59,Urbanización Sosimo Mora 8,Córdoba,Almería,41492,-9.906981,-9.9126665
Valentina Vergara Juárez,61,C. de Hugo Requena 45,Madrid,León,09289,136.119137,18.194352
Miriam Rosado Valbuena,72,Cuesta de Teófilo Montaña 200,Huelva,Soria,37893,2.706083,-57.069485
Epifanio Pozo-Benet,25,Pasaje Tania Roldan 89,Santa Cruz de Tenerife,Melilla,25918,11.864027,10.8287935
Lisandro Talavera Clavero,35,Paseo de Filomena Manso 38 Apt. 40 ,Sevilla,Guipúzcoa,48663,-132.776425,-10.8344285
Yago Perera Armengol,71,Avenida de Maristela Castrillo 78 Piso 7 ,Zamora,Pontevedra,29385,-173.138582,-3.4415975
Epifanio Porfirio España Feliu,75,Glorieta Ximena Español 991 Apt. 31 ,Badajoz,Córdoba,31287,102.132806,-37.293878
Josep Edelmiro Sáez Urrutia,77,Avenida de Severo Navarro 74,Huelva,Santa Cruz de Tenerife,09754,-102.989121,-54.946098
Camila Jordá-Nogueira,73,Calle de Ruben Pérez 31 Apt. 65 ,Soria,Alicante,21885,-33.940887,27.104374
Augusto Mir Baró,32,C. de Jorge Plana 73 Apt. 69 ,Santa Cruz de Tenerife,Asturias,26556,-138.087241,85.429505
Íngrid Tamayo-Gabaldón,23,Pasaje Dolores Mínguez 28,Las Palmas,Zamora,49862,37.189723,72.7886185
Jeremías Pablo Rius Calderón,40,Plaza Raimundo Aller 16,Murcia,Guipúzcoa,20154,122.612965,51.4562535
Gaspar Mir,28,Cañada de Alejo Yáñez 88,La Rioja,La Rioja,45018,-20.427610,45.9282155
Paula Barreda Cabrera,75,Alameda Roxana Guerra 207,Santa Cruz de Tenerife,Sevilla,41574,-48.490294,38.8014565
Néstor Valderrama Macías,75,Alameda Francisco Jose Olmo 8 Piso 4 ,Zaragoza,Jaén,51770,11.042828,-11.7912425
Ovidio Ávila Huguet,78,C. de Ignacia Abad 890,Ceuta,Córdoba,07785,-79.601534,30.2703495
Camilo Jose Angel Morales Galiano,41,Glorieta de Etelvina Parra 48,Madrid,Murcia,49750,85.346385,57.6991505
Loreto Barriga-Barco,42,Glorieta de Antonia Cornejo 6 Piso 3 ,Castellón,Valladolid,32838,-24.175239,62.111626
Conrado Morán Llanos,34,Camino de Belen Araujo 37 Puerta 5 ,Salamanca,Ourense,35525,118.445811,-46.157761
Ester Nadal Peinado,58,Urbanización Graciana Acedo 4 Apt. 83 ,Sevilla,Córdoba,37419,-114.539964,-46.885639
Ramona Amor Asensio Machado,26,Pasadizo de Ambrosio Fuente 8 Apt. 27 ,Ciudad,Lleida,29752,-45.364989,73.5473195
Severino Nieto-Cabanillas,44,Acceso de Eva Llano 382,Jaén,Huesca,11898,-97.763198,58.214520
Gerardo Peiró Escamilla,20,Plaza Josefina Galiano 3 Piso 5 ,Granada,Tarragona,41279,131.323886,65.2116835
Omar Miralles,31,Pasadizo de Domingo Puig 881 Puerta 2 ,Zamora,Las Palmas,08973,116.720746,26.447725
Francisco Jose Piquer Conde,54,Cañada Griselda Torrens 17 Apt. 32 ,Palencia,Ourense,09840,82.551604,-85.5951185
Emperatriz Contreras,19,Cañada de Bernarda Ríos 99 Piso 3 ,Castellón,Salamanca,06271,-115.555744,-74.1695125
Sancho Quero Granados,46,Callejón de Antonio Verdú 297,La Rioja,Guipúzcoa,14856,-98.450159,18.411421
Baldomero de Vicens,31,Vial Cintia Echevarría 18 Apt. 55 ,Teruel,Palencia,35164,154.833369,-3.1330905
Rosalinda Cózar Esparza,19,Glorieta Fabián Tirado 64,Sevilla,Alicante,34003,168.701601,77.740822
Duilio Lumbreras Checa,25,Avenida Calixta Palacios 75,Valladolid,Ávila,17067,149.330218,-87.807477
Cleto Sainz Benet,43,Calle de Petrona Quevedo 99 Apt. 54 ,León,Cádiz,28292,28.332379,6.5646135
Álvaro Guillermo Barbero Coloma,23,Camino Lucho Alonso 8,Ourense,Navarra,29964,133.850720,-23.0937665
Eugenio Belda Sainz,39,Alameda de Ligia Oller 9 Puerta 7 ,Albacete,Lleida,30191,106.689942,-77.0420725
Tania Sanabria Amorós,73,Via de Elisa Quesada 28 Apt. 16 ,Santa Cruz de Tenerife,Melilla,34449,59.269936,21.6050145
Miguel Anaya Casanova,61,Rambla de Sandra Guerrero 286,Granada,Lleida,11912,-146.337084,6.4081075
Máximo Duque Figueroa,46,Rambla Damián Abad 70 Piso 8 ,Salamanca,Huesca,31940,46.543416,55.8367445
Martina Pizarro Acosta,54,Alameda de Ariel Salas 74 Piso 3 ,Santa Cruz de Tenerife,Alicante,05097,-141.186569,32.644455
Águeda Mar Manso Carrillo,46,Pasaje de África Río 6 Apt. 61 ,Asturias,Palencia,02266,119.580726,-78.635870
Sandra Noriega Salom,61,Plaza de Vito Reyes 87,León,Santa Cruz de Tenerife,09420,-138.237504,17.928548
Severo de Hoz,50,Paseo Isaac Gallo 3 Piso 5 ,Málaga,Zamora,09601,55.489466,-53.7086315
Chuy Olivares,77,Glorieta de Alberto Ortega 2,Girona,Cáceres,34130,-118.458909,25.926337
Jacinta Egea Lastra,60,C. de Soledad Castañeda 7,Cuenca,Guipúzcoa,29653,161.866638,-86.001546
Onofre León,20,Paseo de Lucho Borrás 36,Guipúzcoa,Ciudad,13323,83.140289,-66.135084
Melisa Hervia,79,Via de Graciana Saavedra 52,Ceuta,Álava,39042,32.514591,83.352233
Arturo Nico Navas Cueto,54,Camino Pili Porcel 90 Piso 5 ,Alicante,Albacete,47863,83.901016,-68.032335
Juan Francisco Gárate Barrios,51,Alameda Juan Antonio Rojas 99,Ourense,Lleida,35581,-68.029252,14.8196645
Manuela Giner Solsona,35,Pasaje Olivia Mulet 57,Tarragona,Granada,18974,42.019309,45.0868195
Domitila Pombo Lerma,39,Ronda de Diana Fonseca 392 Puerta 4 ,La Rioja,Burgos,37171,131.268839,-57.706291
Eva María Miró Jover,20,Rambla de Mario Barco 12,Alicante,Huelva,02863,-151.500374,55.813322
Carolina Bueno Amador,70,Acceso Clementina Zamorano 9,Guipúzcoa,Almería,19708,93.155987,-56.344382
Ruperta Valcárcel Berenguer,36,Via de Elisabet Lago 60,La Rioja,Cantabria,22142,-119.007850,-47.1245995
Marta Tirado-Cabezas,68,Pasaje Alejandra Collado 47 Apt. 80 ,Navarra,Burgos,13571,126.315027,73.759439
Eva Abascal Duque,56,Camino de Almudena Guillen 85 Piso 9 ,León,Burgos,05441,-5.440841,-0.3169895
Aurelia Jáuregui Valentín,73,Vial Jorge Suarez 90,Jaén,Pontevedra,20172,-32.088175,77.879173
Chita Serna,40,Camino de Hilario Sotelo 13,Ávila,León,13141,-103.481315,-33.1889895
Rosa María Agustí Franco,66,Glorieta Adelina Dalmau 97,Badajoz,Álava,14786,-66.727719,-34.0854885
Carmen Baños-Beltran,39,Alameda de Marisol Peláez 391,Vizcaya,León,40758,106.558058,39.4892405
Teresa Acosta Tudela,38,Cuesta Almudena Terrón 1 Apt. 60 ,Toledo,Almería,46517,-61.692930,2.496561
Violeta del Rocha,73,Callejón de Adrián Prat 6 Puerta 5 ,Lugo,Jaén,15350,105.049724,39.2950915
Bernardo Robles Díaz,21,Via Elvira Alonso 19 Apt. 47 ,Álava,Melilla,32114,171.242456,48.4418215
Cruz del Narváez,60,Urbanización de Gabriela Gelabert 996 Apt. 81 ,Sevilla,Melilla,40828,-165.246834,-20.2265185
Godofredo Vallejo,56,Calle de Cándida Reina 96,Granada,Soria,01849,110.195093,77.465125
Amaya Cid Moll,22,Pasaje de Hernando Amat 6 Piso 6 ,Murcia,Vizcaya,27613,47.287156,0.881008
Serafina Pina-Patiño,38,Calle Teófila Aznar 22,Asturias,Huelva,47324,122.977308,54.6897945
Josué Rivero Araujo,23,Acceso Marcio Alemán 4,Zamora,Ávila,29470,-164.101463,64.8991475
Valero Macías Riera,68,Urbanización Augusto Azcona 8 Piso 2 ,Ciudad,Valladolid,30630,-37.255974,64.3205545
Loida Viña Sanchez,21,Plaza de Roldán Caballero 7 Piso 8 ,Valencia,Baleares,30435,75.690637,69.0571645
Socorro Pintor-Alvarado,41,Via Leire Castillo 394,Granada,Albacete,51661,-129.582604,-32.427548
Tiburcio Calleja Salamanca,62,Vial de Damián Hernandez 23 Puerta 4 ,Salamanca,Barcelona,19670,50.905850,-43.3971345
Cristóbal Paniagua Pla,45,Avenida de Lino Bernat 59,Navarra,La Coruña,39268,-168.379115,77.886998
Che del Boada,65,Avenida de Carmen Moreno 23,Guadalajara,Badajoz,34162,50.492292,71.193954
Leandro del Campillo,24,Camino Íñigo Ropero 6 Puerta 9 ,Burgos,Jaén,47311,-27.901835,-63.178425
Aurelia Andrea Gutierrez Noriega,58,Rambla de Celia Almazán 83 Apt. 59 ,Santa Cruz de Tenerife,Barcelona,29339,-22.871101,32.5107145
Modesto Mármol Garriga,79,Rambla de Celestino Domingo 79,Tarragona,Almería,22277,-155.090207,19.572897
Rolando Mateo-Oliva,38,Pasaje Vito Briones 71 Piso 3 ,Vizcaya,Valencia,49451,157.260340,-23.660021
Adriana de Blasco,25,Callejón de Rosalva Farré 431 Piso 3 ,Guipúzcoa,Alicante,08036,-129.024639,9.7803095
Ale Guzmán Isern,54,Vial Severo Andrés 62 Puerta 2 ,Zaragoza,Ourense,12562,-153.543590,-62.455439
Gilberto Porcel Gaya,74,Avenida Jordi Bermúdez 65,Salamanca,Huelva,20461,55.319470,58.7062875
Isaura Alegria Villa,27,C. de María Ángeles Requena 68,Salamanca,Alicante,12059,63.817729,39.414223
Dorita Arco-Bautista,44,Urbanización Fabiana Dominguez 5,Lleida,Ourense,39038,-179.475944,-68.3772015
Aurelia Bonet Niño,77,Urbanización de Tito Águila 10 Apt. 21 ,Álava,Burgos,47648,110.196616,58.002150
María Luisa Macias Gil,66,Via de Ofelia Monreal 65 Apt. 83 ,Santa Cruz de Tenerife,Navarra,22607,-0.564565,19.3989715
Carmelo Valverde Armas,44,Ronda José María Campoy 913 Puerta 0 ,Lleida,Madrid,27656,82.748778,-39.746958
Jose Suarez Portero,70,Calle Aarón Garrido 87,Girona,La Coruña,44189,-171.695114,69.2075695
Aristides Borrás Iglesia,44,Callejón Leandro Rivero 12 Apt. 77 ,Vizcaya,Guipúzcoa,31419,153.781340,-65.2389915
Cecilia Palomino,64,Vial Amada Martín 483 Apt. 44 ,Albacete,Sevilla,15408,-99.158805,-75.387952
Anastasio Romero Montenegro,73,Avenida de María Carmen Prats 656,Zaragoza,Huelva,30000,-6.453963,69.464706
Primitivo Girón Puerta,27,Plaza Marino Verdugo 16 Puerta 7 ,Granada,Tarragona,34697,-27.155412,29.7815705
Victoriano Ortega Milla,69,Plaza de Nerea Ribera 67,Cáceres,Sevilla,48966,-11.685804,-59.407072
Rosaura Pino Palau,18,Vial Antonio Bertrán 533 Apt. 57 ,Cádiz,Girona,43635,-0.017244,-34.8335575
Luisina Tudela Jaén,27,Rambla Lupe Arribas 54 Piso 3 ,Asturias,Palencia,25305,179.421813,-1.9012535
Maximino Higueras Goicoechea,41,Calle Áurea Mariño 202 Apt. 57 ,Lleida,Lleida,30800,33.670397,-48.9601115
Morena Charo Morell Tejedor,32,Vial Patricia Perea 101 Piso 1 ,Córdoba,Murcia,22660,-8.762765,-26.0798835
Ignacia Sanjuan Bravo,40,Avenida de Martín Higueras 59 Piso 4 ,Ourense,Lleida,11451,-30.012126,50.069030
Úrsula Ramona Quirós Marin,68,Cuesta Adolfo Vazquez 81 Apt. 20 ,Huesca,Cantabria,05486,132.941647,33.4648935
Leonel Sans-Gárate,64,Plaza de Brunilda Solano 26,Las Palmas,Huesca,50283,113.038792,-27.2049455
Clímaco Gomis,41,Glorieta de Eustaquio Chaves 17,La Coruña,Guipúzcoa,07606,35.406757,-77.4778415
Baltasar Tello Vicens,46,Cañada Sergio Uría 5,Jaén,Valencia,32879,-83.042282,39.129036
Jacobo Folch,80,Cuesta Víctor Malo 79 Puerta 5 ,Albacete,Pontevedra,11562,-137.686037,-55.652416
Luis Miguel Jaén,67,Callejón de Paulino Olivé 687 Apt. 77 ,Melilla,Madrid,04274,-52.033317,58.5456945
Claudio Garrido,79,Pasadizo de Javi Cañete 851 Apt. 43 ,Las Palmas,Ciudad,28928,160.647117,-76.1322665
Benigna Diez Hoyos,46,C. de Purificación Tejero 4 Apt. 51 ,Zaragoza,Málaga,22007,-47.204190,21.222284
Guiomar Tirado Ibañez,51,Cañada Rafa Hervás 8 Apt. 89 ,Ceuta,Baleares,31409,-94.376591,82.796286
Clarisa Luque Guijarro,33,Camino Paco Cases 93,Valencia,Lleida,51869,-62.928559,59.1178165
Arcelia Acosta Larrea,75,Plaza Fausto Cases 50,Cuenca,Valencia,31244,135.707735,-73.6289665
Fortunato Palacios Tovar,21,Callejón Lorenzo Mas 84 Puerta 7 ,Jaén,Soria,24613,170.487778,3.280802
Chita Aparicio Salinas,40,Paseo de Ramiro Carro 2 Piso 5 ,Valladolid,Ourense,37413,-121.997235,-15.647337
Susana Azahara Espada Salamanca,27,Acceso de Espiridión Vázquez 154,Toledo,Jaén,20119,-0.899508,62.3675785
Lorenzo Cáceres Cerdá,18,Alameda de Lupe Capdevila 457 Piso 7 ,Valencia,Zaragoza,07271,48.055194,-20.8696325
Marta Alonso Vilar,40,Acceso Conrado Olmo 87 Puerta 6 ,Alicante,Asturias,08359,-99.609167,65.2532755
Amaro Sarmiento Fuertes,24,Calle Ignacia Lamas 932,Soria,Ciudad,39006,12.428408,-59.490620
